,season,episode,geo,text
172,season3,Mhysa,In Yunkai,"['The freed slaves thank Daenerys.', 'Outside the walls of Yunkai, Daenerys Targaryen and her advisors wait for the city\'s slaves to appear. Daenerys frets that the Yunkish slaves, who are better treated than Astapor\'s might have grown to like their chains and will not welcome freedom. Finally, the gates open and the freedmen pour out. Missandei begins to tell them of how Daenerys the Unburnt freed them, but Daenerys interrupts and says that it is the slaves\' own choice to reach for their freedom. After a moment, one of the freedmen stretches his hand towards Daenerys and calls out ""mhysa"". After a moment, another follows suit, then another and another until the entire crowd is chanting ""mhysa"". Bewildered, Daenerys turns to Missandei, who reveals that the word means ""mother"" in the Old Ghiscari language. When the slaves advance on Daenerys, the Unsullied step into formation, but the queen tells them to stand down. Telling her dragons to fly, Daenerys steps out of the protection of the Unsullied and into the crowd, who carry on their chanting. Daenerys is embraced by the former slaves, offering a glimmer of hope in an increasingly darker and hopeless world.\n']"
173,season4,Oathkeeper_(episode),In Meereen,"['Daenerys has 163 of the Great Masters crucified.', 'Missandei teaches Grey Worm how to speak the\xa0Common Tongue, where he reveals that all he remembers since his castration is that he was born in the Summer Isles. Missandei also reveals that she can remember that she saw Naath burning, as she was taken as a slave for Slaver\'s Bay. Dany\xa0commands him and several Unsullied to infiltrate Meereen disguised as slaves\xa0and convince the slaves to rise against their masters. They visit a slave pen, where a number of slaves are discussing whether or not to rise against the Great Masters. One of the young slaves is already trying to convince his fellow men in chains to fight, but the older slaves argue they have no means to oppose their Masters, who have squashed every previous slave rebellion. Grey Worm arrives and tells them that only they can free themselves, then presents them with weapons. The\xa0uprising is a resounding success. With the city hers, Dany orders the crucifixion of 163 of the so-called ""Great Masters"" in retaliation for the 163 slave children crucified on the road to Meereen.\xa0Ser\xa0Barristan advises her against it, saying that sometimes it is best to answer injustice with mercy. Daenerys shows her Targaryen blood by firmly declaring that she will ""answer injustice with justice."" The cries of the crucified Great Masters reach Dany\'s ears atop Meereen\'s tallest pyramid, where the city\'s emblem, the golden harpy of Ghis, has been draped in the banner of House Targaryen. Now, she has conquered all three of the cities on Slaver\'s Bay.\n']"
174,season4,Oathkeeper_(episode),At the Wall,"[""Jon Snow and Grenn are teaching several recruits, including Locke and Olly, how to fight against wildlings. Alliser Thorne admonishes Jon and reminds him that he is a steward, not a ranger, trying to provoke Jon for an excuse to have him killed. Jon leaves the yard and talks with Locke, who pretends he is from the Stormlands and genuinely wants to protect the realm. Janos Slynt points out to Thorne that while Jon is well liked, Thorne is not, and when Maester Aemon insists upon an election for a new Lord Commander, Jon is far more likely to succeed Mormont. Slynt convinces Thorne to allow Jon to deal with the mutineers, in the hope that they will remove him from the problem. Meanwhile, Samwell Tarly is fretting about Gilly's safety in Mole's Town with the wildlings loose. Jon sympathizes, telling Sam he knows how hard it is. He confides that ever since Sam told him that his younger brother Bran Stark was alive and going beyond the Wall, he has wanted to go and find him. Sam explains he really tried to bring Bran back with him but Bran was determined to go beyond the Wall. When Sam and Jon think that Bran must have found shelter at Craster's Keep, they are interrupted by Locke. Locke brings Jon to Thorne, who sanctions his mission to Craster's Keep but\xa0tells Jon that he must secure volunteers rather than have men ordered along with him. Jon gives an impassioned speech, insisting that not only must the mutineers be dealt with for Castle Black's safety, but Lord Commander Mormont deserves justice. Much to Thorne and Slynt's surprise, Grenn, Eddison Tollett and a group of other men join Jon on his mission, including Locke who asks to say his vows if that is required before he goes north of the Wall.\n""]"
175,season4,Oathkeeper_(episode),At King's Landing,"[""During\xa0their sword training, Bronn\xa0implores\xa0Jaime to visit his brother Tyrion\xa0in the dungeon, saying that Tyrion named Jaime his champion in the Eyrie because he knew Jaime would ride day and night to fight for him. Jaime finally visits Tyrion, confessing that Cersei asked him to murder him. Convincing Jaime that he didn't kill Joffrey, Tyrion notes that\xa0not even an irrefutable confession by the real perpetrator would satisfy Cersei. She is out for Tyrion's blood, and he says that the trial is even worse because at least one judge has always wanted him dead. Jaime tells Tyrion\xa0that Cersei\xa0offers a knighthood to whoever captures Sansa Stark. Tyrion\xa0insists that Sansa had nothing to do with the murder, despite having the best motive. Later, Jaime visits Cersei, who is disgusted that, in her view, Jaime is taking Tyrion's side because of his long-held affection for their brother.\n"", 'Meanwhile, Lady Olenna tells Margaery that she is about to leave for Highgarden. She mentions the new and prospective marriage between Margaery and the new king, Tommen. She insists that Cersei will turn Tommen against Margaery by the time they marry if Margaery doesn\'t act fast. Fortunately, Cersei is well distracted by accusing her innocent brother of the murder of her son. Margaery insists that Olenna cannot be certain of Tyrion\'s innocence, but Olenna states that Tyrion certainly is innocent and confesses that she would never have let Margaery marry ""that beast."" Margaery is shocked but her grandmother firmly ends the conversation. That night, Margaery\xa0enters Tommen\'s chambers, slipping past the Kingsguard and charming Tommen. She puts in his mind the idea that one day she will be his and they might as well learn to like each other. She compliments him on his cat and kind demeanor. She promises to visit again and Tommen falls asleep smiling.\n', ""Jaime sends Brienne on Catelyn's mission."", 'In the chambers of the Kingsguard, Jaime tasks Brienne with finding Sansa.\xa0 He urges her to find and keep the girl safe from those who would hand her over to Cersei and provides her with a horse, supplies, and a freshly forged suit of armor. Jaime then gifts her with the sword his father gave him, saying that its Valyrian steel is forged from Ned Stark\'s sword, and thus should be used to defend Ned Stark\'s daughters. He also insists she take Podrick Payne with her as a squire, both as a reward for the boy\'s service to Tyrion and to keep him safe from those who would seek to use him against his former master. Before departing, Brienne names the sword ""Oathkeeper"" and vows to find Sansa, for the sake of Jaime and Lady Catelyn.\n']"
176,season4,Oathkeeper_(episode),En route to the Vale,"['Sansa accuses Petyr Baelish of having Joffrey Baratheon murdered. At first, Baelish evades the accusation, pointing out that he has been away for weeks and that Tyrion could be the perpetrator. Sansa defends Tyrion, with an innate certainty that he is innocent, and also concludes that Baelish is far too smart to trust a drunk like Ser Dontos to be his accomplice. Impressed with her instincts, Baelish admits that Tyrion is, in fact, innocent, and reveals Sansa\'s own part in Joffrey\'s death - Ser Dontos\' necklace was the murder weapon, and someone slipped a stone (which was poisonous) into Joffrey\'s wine. Sansa is bewildered, because the Lannisters have done so much for Baelish, including granting him the seat of Harrenhal. Baelish confesses that while his friendship with the Lannisters was fruitful, it is best to keep enemies confused and his absence from the wedding means that he will never be suspected. Sansa declares that she doesn\'t entirely believe him: he\'s too clever to poison a king just to cause confusion. Baelish is again impressed, and confirms that Joffrey was simply too volatile; a king like him as an ally was more a hindrance than a benefit. More importantly, though, Joffrey\'s death was something that his ""new friends"" wanted very much, and a gift is always helpful to help a new friendship ""grow strong.""\n']"
177,season4,Oathkeeper_(episode),Beyond the Wall,"['At Craster\'s Keep, the mutinous deserters are still entrenched there, indulging themselves on the food stored there and raping Craster\'s wives. Karl drinks wine from the skull of Jeor Mormont, drunkenly bragging about himself and his skill as a hired killer back in King\'s Landing before ordering Rast to ""feed the beast."" At the same time, one of Craster\'s wives enters with Craster\'s last son, insisting the infant must be given as a \'gift to the gods. At Karl\'s orders, Rast leaves the infant on a patch of open ground, then deals with the beast - Ghost, who the mutineers have caged, and whom Rast taunts by withholding food and water from the direwolf. Suddenly, a snowstorm whips up and the temperature drops, causing the water Rast was taunting Ghost with to freeze. Recognizing the approach of White Walkers, Rast flees.\n', ""Bran being held as a prisoner at Craster's Keep."", ""Nearby, Bran Stark and his companions hear the child's cries. Warging into Summer, Bran goes to investigate, but Summer falls into a trap just outside Craster's Keep. Meera Reed, sensing danger, urges them to move on, but Bran insists on trying to free Ghost and Summer; before they can, however, they are taken prisoner by the mutineers. Some of the deserters amuse themselves by tormenting Hodor, while the others are taken to Karl. Karl asks who they are and answers their silence by threatening to kill Meera and Jojen. Jojen is suddenly overcome by a seizure and falls to the floor while Meera begs to be let go so she can help him. Karl does so when Bran reveals his true identity.\n""]"
178,season4,Oathkeeper_(episode),In the Lands of Always Winter,"[""The White Walker takes Craster's last son to the Lands of Always Winter, riding an undead wight-horse."", ""Somewhere in the northernmost reaches of the world, a lone White Walker rides its\xa0undead horse towards a shattered mountain, cradling Craster's last son in its arm. When it reaches the mountain, the White Walker strides up a large ring of icicle columns, dismounts and places the child on an ice altar in center. On the other side, a line of dark-garbed White Walkers watch the proceedings. After a moment, one of them strolls forth and carefully picks up the wailing child, who swiftly calms. The White Walker presses the nail of its index finger into the baby's cheek. The sound of cracking ice can be heard as the child's eyes turn a depthless, icy blue.\n""]"
179,season4,Breaker_of_Chains,At King's Landing,"[""Joffrey's body is displayed at the Great Sept of Baelor."", 'With King Joffrey dead, Cersei mourns the death of her eldest son with the heir apparent and, still holding Joffrey in her arms, demands that Sansa Stark be found. Her father seals the capital, so no one can leave. Prince Tommen Baratheon, pays his respects to his dead brother in the Great Sept of Baelor. Tywin Lannister, also present, immediately begins instructing the young prince on the qualities of a good king. As Tywin and Tommen leave, Jaime enters to see Cersei\xa0calling for the death of the accused Tyrion and his wife, Sansa Stark. Jaime sends the septon and septas away so he can be alone with Cersei. He tries to comfort her through his affections. She refuses initially, but Jaime is aggressive. Cersei insists that the sept during a private viewing of their son\'s corpse is a highly inappropriate place for sex, and asks Jaime to stop, saying ""It isn\'t right, it isn\'t right..."" and Jaime refuses to stop, saying, ""I don\'t care, I don\'t care..."". They then have sex next to their dead son\'s corpse.\n', 'A flashback to the wedding reveals Sansa escaping with Ser Dontos Hollard from King\'s Landing to a ship off the coast. As Sansa is taken aboard, she is greeted by Lord Petyr ""Littlefinger"" Baelish. He remembers that he still owes Dontos his fee, but Baelish has\xa0two men kill him with crossbows. He explains to Sansa that Ser Dontos was a drunken fool and an unreliable ally who only helped Sansa for money and would turn her in for money. To prove his point, he shows that the priceless necklace Dontos gave her was actually made a few weeks ago on Baelish\'s orders. Sansa is confused and horrified, but Baelish promises to keep her safe.\n', 'Tywin interrupts Oberyn Martell and his group sex act with Ellaria Sand and Olyvar to discuss Tyrion\'s up-coming trial for the murder of Joffrey. Tywin brings up Oberyn\'s knowledge of poisons and the link between that and Joffrey\'s death – as some say the King was poisoned – and wonders whether Oberyn had helped Tyrion. The topic changes to the murder of Oberyn\'s sister Elia by Tywin\'s ""pet,"" the Mountain, during the Sack of King\'s Landing. Tywin denies ordering her death, but promises to arrange a meeting between Oberyn and the Mountain so he can have his justice. He also offers Oberyn a position on the small council, if Oberyn\xa0agrees to be the third judge at Tyrion\'s trial. He explains that he is eager to bring Dorne back into the fold, wanting to unite the Seven Kingdoms against more obvious threats; the Greyjoys are in rebellion, a Wildling army is advancing on the Wall, and there is a Targaryen girl\xa0in the East\xa0with a powerful army and three dragons, who will eventually threaten Westeros. Tywin observes that only the Dornish successfully resisted Aegon Targaryen\'s dragons during his invasion of Westeros three centuries ago; Oberyn dryly notes it must be hard for Tywin to admit he needs the Dornish for help.\n', 'Podrick visits Tyrion in his cell.', 'Tyrion\xa0is\xa0in a cell in King\'s Landing. He is visited by his squire, Podrick Payne, who has smuggled in some food and other items for him. Pod has been asked to compile a list of Tyrion\'s witnesses. He names his wife,\xa0Sansa, but Pod informs him that she disappeared moments after Joffrey\'s death. He cannot speak to Bronn either because, as a close associate of Tyrion, he is also under investigation. Pod confirms that there has been no word of Shae, which Tyrion takes as good news. Tyrion then asks to speak with Jaime. He also warns Pod to be aware of his surroundings and watch out for ""They,"" ""They"" being the spies of Tywin, Cersei, Varys\xa0or more or less anyone else. He opines that many people had a motive for killing Joffrey. Cersei is the only person he rules out. He urges Pod to get out of King\'s Landing\xa0as he would be in much danger\xa0due to his close relations with Tyrion, especially after refusing to testify against Tyrion, despite the offer of a knighthood. As Pod is about to leave, Tyrion\xa0calls him back and tells him that ""there has never lived a more loyal squire.""\n']"
180,season4,Breaker_of_Chains,In the Riverlands,"[""The Hound and Arya eating inside the farmer's house."", 'Meanwhile, Arya Stark and the Hound, crossing the Riverlands, are spotted by a farmer and his young daughter while making their way to the Vale where Arya can be ransomed to her ""rich"" aunt, Lysa Tully. Arya quickly fabricates a story that the Hound and she are father and daughter, with Clegane as a knight in service of House Tully. The farmer believes it and allows the pair to stay the night in his home and share a meal. Famished, Arya and the Hound scarf the food down hastily. Arya wakes the following morning to hear the farmer\'s daughter screaming. Clegane has assaulted the farmer and taken his silver. Confused and horrified, Arya demands to know why Clegane did that. He simply states, ""a dead man doesn\'t need his silver,"" claiming the farmer is weak and he and his daughter will not survive the upcoming winter.\n']"
181,season4,Breaker_of_Chains,At Dragonstone,"[""On Dragonstone, Stannis Baratheon learns of Joffrey's death and warns Ser Davos that their time to lay claim to the Iron throne dwindles if no army can be secured to wage war again. Shortly after, when\xa0Ser Davos\xa0begins his reading lessons with princess Shireen Baratheon, he realizes a possible ally across the Narrow Sea, the Iron Bank of Braavos.\xa0\n""]"
182,season4,Breaker_of_Chains,At the Wall and the North,"[""Grenn and Eddison arrives at Castle Black after a successful escape from Craster's Keep."", ""At Castle Black, Samwell Tarly fears for the safety of Gilly and moves her to a vassal town that frequently services the Nights Watch brothers in bodily vices. Sam is resolute in keeping Gilly safe from all harm however and pledges to visit Gilly as much as possible, instructing the inn at which he leaves her, that she will not be touched. Meanwhile, a village south of the wall is attacked by raiding wildlings under Tormund and the cannibalistic Thenns. While the village is massacred, a lone boy is sent by the Styr as a messenger to Castle Black to relay an account of the massacre and also a warning that more would follow. The Lord Commander states that they do not have the manpower to afford venturing away from the Wall. They are interrupted when two rangers, Edd and Grenn, arrive back at Castle Black after escaping Craster's Keep. Jon reveals he told Mance Rayder that a thousand men armed Castle Black and therefore points out that when Mance reaches Craster's Keep, Rast and Karl will not hesitate in revealing the truth. Jon then insists the Night's Watch send a party to Craster's Keep to kill their traitor brothers before Mance gets to them first.\n""]"
183,season4,Breaker_of_Chains,Outside Meereen,"[""Daario Naharis offers himself as Dany's champion."", ""In Slaver's Bay, Daenerys Targaryen marches on the city of Meereen as she begins her siege of the slave city. She is faced with a champion's duel where a riding knight of Meereen challenges her to choose a champion that will fight for\xa0her. Grey Worm, Jorah and Barristan all volunteer to stand as her champion; she refuses all three as too valuable to her. Daario Naharis, commander of the Second Sons, then volunteers to be Dany's champion, and she accepts. As Naharis\xa0quickly dispatches the Meereen\xa0champion by killing the champion's horse, Dany\xa0begins her siege of the city by speaking of freedom to the gathered slaves and then catapulting the broken chains of those she has freed across the city walls, demonstrating her previous successes. As the slaves examine the broken chains, the Great Masters look on, perhaps in fear.\n""]"
184,season4,The_Lion_and_the_Rose,At Dragonstone,"[""On the beach of Dragonstone, Melisandre presides over a public burning ceremony, setting three people chained to stakes ablaze as an offering to the Lord of Light. One of the condemned is Queen Selyse Baratheon's own brother Axell Florent, executed for his lack of faith in the Lord's power. Watching the proceedings, Ser Davos Seaworth holds his tongue, though his disgust both for the ritual and Melisandre are plain. Melisandre is surprisingly silent throughout the proceedings; it is Selyse who takes the greatest pleasure in the ritual.\nAfterwards, Stannis and Selyse eat dinner, with Melisandre as a guest at their table. The royal couple argue over their daughter, Princess Shireen Baratheon; Selyse believes the girl's disfigurement is a punishment from the Lord of Light, but Stannis angrily forbids his wife from trying to physically chastise their daughter for her perceived faults. Selyse switches tactics and suggests that Melisandre speak to Shireen. Stannis doesn't protest, but Melisandre doesn't look particularly interested in the task. \n"", 'Melisandre tells  Shireen about death.', 'Nonetheless, Melisandre does speak with Shireen, who heard the death of her uncle from her bedroom window, explaining in gentle yet matter-of-fact terms that the Faith of the Seven and its holy books are lies: Melisandre insists there are only two gods, the Lord of Light and the Great Other, constantly at war. When Shireen asks if there is any truth to the Faith\'s belief in seven heavens and seven hells, Melisandre replies ""There is only one hell... the one we live in now"".\n']"
185,season4,The_Lion_and_the_Rose,At the Dreadfort,"['Ramsay and\xa0Myranda\xa0during their hunt of\xa0Tansy.', ""In the forests surrounding the Dreadfort, the seat of House Bolton, Ramsay Snow hunts a peasant girl for sport, accompanied by Theon Greyjoy (whom Ramsay now addresses by his new name, Reek) and Myranda, along with a pack of savage dogs. The girl is eventually brought down and torn to pieces by the dogs, much to Reek's horror.\n"", ""Soon after, Roose Bolton arrives at the Dreadfort accompanied by a detachment of his army, including Locke and Roose's new wife, Walda Bolton. Ramsay greets his father and his new step-mother (as well as privately congratulating Locke for his maiming of the Kingslayer). Roose wants to see Ramsay's captive Theon Greyjoy.\n"", ""Theon is brought to Roose's chambers, where Roose is disgusted and angered to learn Ramsay has tortured and flayed Theon; as Balon Greyjoy's sole surviving male heir, Theon was a valuable hostage. Roose notes that while he has been named Warden of the North, Tywin Lannister will not help him reclaim the north from the ironborn, and he had intended on trading Theon for Moat Cailin, a strategically placed fortress on the border between the North and the Riverlands currently held by Greyjoy forces, preventing the main Bolton army from returning north. Ramsay retorts that he already sent terms and Balon refused him. Roose is furious that Ramsay did so without his consent, but Ramsay demonstrates that his actions have made Reek docile and unable to betray them.\n"", ""After ordering Reek to shave him, Ramsay cajoles him into admitting that Bran and Rickon Stark are still alive. Ramsay reminds his father that the boys are now heirs to House Stark's rule of the North following Robb Stark's death, and nearly all the Northerners, who are furious at House Bolton and House Frey's treachery against the Starks, will rally behind Bran and Rickon\xa0rather than Roose if they learn the boys are alive. Ramsay, knowing how close Theon was to Robb, gleefully taunts him by revealing details of the Red Wedding, particularly relishing the fact that it was Roose who personally murdered Robb. Despite being clearly shaken to know the man he considered a brother is dead at the hands of his new masters, Theon does not openly react.\n"", ""Roose dispatches Locke with orders to find and kill Bran and Rickon; Reek suggests that Jon Snow might either be sheltering the boys at Castle Black or at least may know where they have gone, while Ramsay advocates killing Jon as well, given that the fact he has Stark blood could lead to him becoming a threat, since the Northeners will rally behind him or he will simply seek revenge (although harming Jon would constitute a grave crime since he is part of the Night's Watch and thus legally untouchable by the Seven Kingdoms). Roose gives Ramsay orders as well; to take Theon and an army to Moat Cailin and reclaim the fortress from the Greyjoys. If he succeeds, Roose will give consideration to legitimizing Ramsay as a member of House Bolton.\n""]"
186,season4,The_Lion_and_the_Rose,Beyond the Wall,"[""We follow the point of view of a panting figure traveling through a dark, snow-covered forest. It kills a deer. Just as the figure makes its kill, it is revealed that the figure is Summer and that Bran Stark had been warging into Summer. Bran's warging is interrupted by Meera Reed, who says that Bran had been gone for hours. Bran is not happy about having been snapped out of his warging, saying that he was eating. Jojen Reed clarifies that Summer was eating and that what Bran cannot gain sustenance from what Summer eats. Jojen and Meera also caution Bran that warging so long is dangerous for other reasons. Even though it allows Bran the mobility he lost when he was injured, Bran would become trapped, forgetting his friends, his family, his home, and even himself. And if Bran forgets himself, they all lose everything.\n"", 'Bran about to skinchange with the Heart tree.', 'The group breaks camp and continues traveling through the forest. They eventually come upon a weirwood tree. Bran has Hodor take him to the tree. Bran touches the tree just under the face carved into it and sees a vision. Several images rush to Bran\'s mind, including swarms of crows, wights (both human and horses), and the fall that paralyzed him. He also sees the Three-Eyed Raven taking flight in a darkened corridor and later land on a tree. Bran sees his father sharpening Ice, in the Black Cells, and being led to his execution; the Red Keep abandoned and covered in snow; and the shadow of a dragon flying over King\'s Landing. Bran also sees several images of a different weirwood tree located on top of an otherwise barren mountain. During the vision, a gravely voice tells Bran to ""look for me beneath the tree... NORTH."" Bran snaps out of his vision out of breath, but then matter-of-factly states, ""I know where we have to go.""\n']"
187,season4,The_Lion_and_the_Rose,At King's Landing,"[""Over a meal, Jaime and Tyrion discuss Jaime's gilded steel hand, and he discloses to Tyrion that he can no longer fight, as all of his instincts are wrong using his left hand. Jaime is perturbed that people will find out that he cannot fight so Tyrion tells him that he needs to train with his left hand with someone trustworthy in order to better protect the king, as the Lord Commander of the Kingsguard.\n"", ""Later, Jaime waits in a courtyard by the sea for his training partner that Tyrion has arranged. Bronn emerges with two training swords. Jaime remarks that he hasn't wielded a sparring sword since he was nine. As they commence training, Bronn uses his usual dirty tactics and gets the better of Jaime, teaching him not only to use his offhand, but encouraging him to fight dirtier.\n"", ""Tyrion finds Varys on his way to a breakfast celebration on the day of Joffrey's wedding. Varys divulges that Shae has been spotted and that his sister, Cersei, has been notified. Varys then says that there is nothing he can do to protect Shae any longer in fear of Tywin Lannister, the Hand of the King, or Cersei finding out that he has been lying to them. Tyrion then says that Shae will not leave King's Landing and is warned that Tywin has threatened to hang the next whore Tyrion is seen with.\n"", ""At the breakfast celebration, Mace Tyrell gifts Joffrey a magnificent golden chalice with seven facets, one for each of the major houses in the Seven Kingdoms and wishes him and his daughter, Margaery Tyrell, a long and happy marriage. Joffrey graciously accepts. Cersei spots Shae and tells Tywin that she is Tyrion's whore, and he commands for her to be sent to the Tower of the Hand before the wedding. Tyrion overhears this and looks vexed, but proceeds to approach Joffrey and Podrick Payne, Tyrion's squire, presents him with the Lives of Four Kings, a book detailing the reigns of four kings by Grand Maester Kaeth. Joffrey accepts the gift, but his sincerity seems questionable. A member of the Kingsguard then presents a Valyrian steel sword and Tywin tells him that it is one of two swords of its kind in the capital, and Joffrey rushes to wield it. He promptly begins to slash at Tyrion's gift despite its rarity, and then asks for suggestions on its name from guests in attendance. He settles on the name Widow's Wail.\n"", 'After the breakfast, Tyrion is visited in his chambers by Shae and he informs her that there is a ship waiting for her bound for Pentos and that their ""friendship"" is at an end. Realizing that Shae will defiantly refuse to flee in the face of danger, he concludes the only way to convince her to leave King’s Landing and save herself is to brutally reject her. So he tells her, at enormous pain to himself as well as to her, that she is only a whore and he cannot love her.  \nWhen Bronn enters and tries to escort her away, she slaps him and runs out, furious and broken-hearted. When Tyrion later asks Bronn if she is gone, he confirms that she boarded the ship. When Tyrion asks if he saw it sail away, Bronn assures him that no one has been following him while escorting her, that she is gone and no one knows about it except the two of them and Varys. He then advises Tyrion to go and drink until it feels like he did the right thing.\n', 'The dais set up for the royal wedding.', 'Brienne presented before King Joffrey and Queen Margaery at their wedding.', 'Joffrey and Margaery\'s wedding ceremony takes place in the Great Sept of Baelor\xa0conducted by the High Septon and they are wed in front of gods and men. At his wedding feast, King Joffrey speaks to the crowd about contemplating history. Out of a large golden lion, five dwarves ride out, representing Joffrey, Renly Baratheon, Stannis Baratheon, Robb Stark, and Balon Greyjoy, each of the five kings in the War of the Five Kings. The dwarves put on a performance, jousting, fighting, and making crude sexual acts. Joffrey, his brother Tommen, and\xa0Cersei\xa0laugh at the performance. The Tyrells (Margaery, Olenna, Mace, and Loras), as well as Varys, Prince Oberyn,\xa0Tyrion\xa0and Sansa Stark, make little effort to hide their disgust. Loras leaves in anger after watching the crude depiction of his deceased lover Renly (riding a mount resembling Loras), and Sansa looks on in obvious grief when the dwarf playing her brother Robb is killed after having his wolf\'s head knocked off. Joffrey expresses his delight with the play and prepares to give the champion dwarf a purse but then mockingly suggests that Tyrion fight him as well. Tyrion cleverly counters this jape by suggesting that Joffrey should fight instead and show the same bravery he displayed at the Battle of the Blackwater, cautioning his nephew to be careful as the champion dwarf is ""clearly mad with lust"" and it would be a tragedy for the king to lose his virtue hours before his wedding night. This draws a few stifled chuckles from their guests. Enraged and humiliated that his uncle outwitted him in front of all his wedding guests, Joffrey petulantly pours wine over Tyrion\'s head and orders him to serve him wine as his cupbearer.\n', 'Tyrion approaches Joffrey, who then purposely drops the goblet and kicks it under the table. Sansa hands the goblet to Tyrion, and he fills it with wine and hands it back to Joffrey. The king demands that Tyrion kneel before him but Tyrion refuses. Margaery interrupts the tense moment and says it is time to cut the pigeon pie. Joffrey hands the goblet to Margaery, who then places it at the edge of the table near her grandmother Olenna. Joffrey draws his new sword, cuts the pie, and several white doves fly out.\nSansa and Tyrion attempt to leave the feast, while Margaery serves Joffrey a piece of pie. Joffrey commands Tyrion to serve him wine to wash down the pie. Tyrion hands the goblet to Joffrey and he quickly drinks all of it. Joffrey tries to speak, but begins coughing. He grabs his throat, and Margaery and Olenna exclaim that he is choking and needs help.\n', 'Joffrey is poisoned and killed.', ""Joffrey collapses face down and begins vomiting and convulsing and is visibly in excruciating pain. Jaime and Cersei rush in and turn Joffrey over on his back. Dontos Hollard suddenly approaches Sansa from behind and says she must come with him quickly, and she does. Joffrey points an accusatory finger in Tyrion's direction, as he examines the wine goblet (though it is not made clear if Joffrey is accusing Tyrion or merely the wine). Joffrey's eyes turn red, blood runs from his nose, he stops convulsing, and dies. Cersei sobs with grief and orders the Kingsguard to seize Tyrion for the poisoning of her son.\n""]"
